Designator,Mid X,Mid Y,Rotation,Layer
D1,140.5,-82.25,0.0,top
D2,149.5,-82.25,0.0,top
D3,158.5,-82.25,0.0,top
D4,167.5,-82.25,0.0,top
J1,167.75,-64.25,0.0,top
J2,140.75,-64.25,0.0,top
R5,144.25,-87.05,90.0,bottom
R6,143.5,-92.8,90.0,bottom
R7,152.75,-92.75,90.0,bottom
R8,162.0,-88.05,90.0,bottom
SW1,154.05,-64.85,0.0,top
SW2,139.5,-90.485,0.0,top
SW3,148.5,-90.485,0.0,top
SW4,157.5,-90.485,0.0,top
SW5,166.5,-90.485,0.0,top
